# Chunk-averaged data for fix tensor and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
142500000 624 14014.000000000011
  1 0.5 30.9641 0.0134393 -500.215 -628.098 -627.635
  2 1.5 30.8667 0.013397 -858.008 -802.959 -839.25
  3 2.5 30.859 0.0133937 -658.083 -780.645 -821.291
  4 3.5 30.8587 0.0133935 -743.897 -748.922 -793.394
  5 4.5 30.8506 0.01339 -525.017 -570.011 -687.441
  6 5.5 30.8075 0.0133713 -808.734 -618.643 -908.894
  7 6.5 30.8462 0.0133881 -788.341 -652.172 -770.671
  8 7.5 30.884 0.0134045 -712.369 -583.253 -703.151
  9 8.5 30.8795 0.0134026 -651.544 -723.081 -817.516
  10 9.5 30.7855 0.0133617 -583.224 -682.63 -784.111
  11 10.5 30.8554 0.0133921 -668.286 -840.578 -826.656
  12 11.5 30.8612 0.0133946 -945.177 -772.187 -790.99
  13 12.5 30.8458 0.0133879 -808.866 -851.397 -840.924
  14 13.5 30.7746 0.013357 -737.391 -702.052 -836.912
  15 14.5 30.7977 0.0133671 -757.624 -773.763 -806.583
  16 15.5 30.8646 0.0133961 -758.849 -673.592 -858.926
  17 16.5 30.7775 0.0133583 -902.848 -663.284 -889.65
  18 17.5 30.7276 0.0133366 -735.827 -616.333 -960.483
  19 18.5 30.7786 0.0133588 -755.324 -588.239 -873.064
  20 19.5 30.7531 0.0133477 -778.128 -605.973 -1037.08
  21 20.5 30.7034 0.0133261 -539.075 -629.064 -1032.33
  22 21.5 30.7186 0.0133327 -668.783 -600.954 -997.334
  23 22.5 30.711 0.0133294 -426.495 -651.024 -1313.13
  24 23.5 30.5994 0.013281 -324.871 -460.192 -1299.1
  25 24.5 30.5884 0.0132762 -386.477 -416.02 -1411.41
  26 25.5 30.4603 0.0132206 -98.2431 -52.7421 -1430.37
  27 26.5 30.3165 0.0131582 -54.5447 -44.6331 -1703.81
  28 27.5 30.1849 0.0131011 271.63 303.977 -1883.43
  29 28.5 29.9618 0.0130043 582.438 559.106 -2005.29
  30 29.5 29.6867 0.0128849 915.953 985.14 -1998.89
  31 30.5 29.3744 0.0127493 1135.15 1268.2 -2255.99
  32 31.5 28.857 0.0125247 1594.58 1581.08 -2225.57
  33 32.5 28.2164 0.0122467 2120.74 2098.31 -2216.79
  34 33.5 27.3969 0.011891 2465.8 2455.41 -2026.94
