# Chunk-averaged data for fix tensor and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
40000000 624 15477.999999999987
  1 0.5 37.0511 0.0160812 -25.3097 29.7152 -10.233
  2 1.5 37.0387 0.0160758 -65.1512 2.07043 -49.4971
  3 2.5 37.0474 0.0160796 -34.8068 -7.08521 -72.5316
  4 3.5 37.0658 0.0160876 -13.672 -4.56374 -14.0874
  5 4.5 37.0418 0.0160772 -11.3734 5.49864 -1.57453
  6 5.5 37.034 0.0160738 -17.5023 -57.1963 -103.825
  7 6.5 37.0613 0.0160856 -33.779 -36.7635 -11.7919
  8 7.5 37.0606 0.0160853 -8.17762 -79.8778 -44.8444
  9 8.5 37.0398 0.0160763 79.9626 -5.3098 -34.0235
  10 9.5 37.0447 0.0160784 48.3903 -23.493 -19.667
  11 10.5 37.0553 0.016083 -30.382 -83.4282 -42.1698
  12 11.5 37.0769 0.0160924 4.32058 -29.9494 -30.7248
  13 12.5 37.0346 0.016074 -22.0501 -40.9326 -36.6115
  14 13.5 37.0434 0.0160779 -33.3807 -9.63103 -66.4493
  15 14.5 37.0661 0.0160877 -46.7943 -0.912366 -36.6682
  16 15.5 37.0646 0.0160871 9.99523 -40.1149 -12.6422
  17 16.5 37.0319 0.0160729 -45.5553 -9.93082 -37.9475
  18 17.5 37.0523 0.0160817 -94.4834 -10.4324 -24.0267
  19 18.5 37.0806 0.016094 -58.5753 -25.9297 -83.2897
  20 19.5 37.04 0.0160764 -20.368 -18.5308 -7.87406
  21 20.5 37.0439 0.0160781 -46.4318 -61.9981 -37.2736
  22 21.5 37.0786 0.0160932 -7.34632 -19.3404 -14.3911
  23 22.5 37.072 0.0160903 -41.6423 -50.8405 -59.6187
  24 23.5 37.0379 0.0160755 -89.9315 -52.051 -32.4383
  25 24.5 37.0555 0.0160831 -50.5372 -18.3445 -19.981
  26 25.5 37.0812 0.0160943 -70.6357 -98.3236 -79.3443
  27 26.5 37.061 0.0160855 -88.9545 -73.7889 -4.10853
  28 27.5 37.0417 0.0160771 -79.5235 -89.9605 -45.4271
  29 28.5 37.0674 0.0160883 -32.8914 -80.0522 -25.5984
  30 29.5 37.0758 0.0160919 -31.5477 -136.777 -48.6225
  31 30.5 37.0501 0.0160808 10.8896 -49.3906 -7.30922
  32 31.5 37.0467 0.0160793 -48.4884 -99.1223 -61.1199
  33 32.5 37.0711 0.0160899 -27.7907 -0.283021 -37.5201
  34 33.5 37.0756 0.0160918 -129.188 -87.4452 -81.8021
  35 34.5 37.0473 0.0160795 -44.7564 -68.7361 23.5973
  36 35.5 37.0614 0.0160857 -32.8056 -48.3605 -34.7327
  37 36.5 37.0679 0.0160885 -67.2527 -128.793 -93.0728
  38 37.5 37.0595 0.0160849 -31.0277 15.8175 35.6345
  39 38.5 37.06 0.0160851 -67.2733 -29.6846 -62.0903
  40 39.5 37.0597 0.016085 -41.4899 -41.9376 -67.6933
  41 40.5 37.0446 0.0160784 -77.3596 23.9963 -20.4051
  42 41.5 37.0689 0.0160889 -65.5381 -69.941 -32.4053
  43 42.5 37.0668 0.016088 -97.1559 -95.5924 -50.4529
  44 43.5 37.0479 0.0160798 -51.3313 -50.1888 -25.4892
  45 44.5 37.0646 0.0160871 -97.6489 -86.768 -56.7547
  46 45.5 37.0525 0.0160818 -46.4872 -70.1348 -25.5258
  47 46.5 37.0436 0.016078 -69.7509 -24.2184 -50.8416
  48 47.5 37.0635 0.0160866 -27.6813 -17.9665 -21.4601
  49 48.5 37.0542 0.0160825 -21.0584 -19.9394 -48.5578
  50 49.5 37.024 0.0160694 -31.8374 15.5815 -28.9954
