# Chunk-averaged data for fix tensor3 and group c2
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
40000000 624 8015.999999999996
  1 0.5 3.41973 0.00148426
  2 1.5 4.78422 0.00207648
  3 2.5 6.3316 0.00274809
  4 3.5 7.81022 0.00338985
  5 4.5 8.8903 0.00385864
  6 5.5 9.39908 0.00407946
  7 6.5 9.45595 0.00410414
  8 7.5 9.33309 0.00405082
  9 8.5 9.07078 0.00393697
  10 9.5 8.76605 0.00380471
  11 10.5 8.4795 0.00368034
  12 11.5 8.25346 0.00358223
  13 12.5 8.0136 0.00347812
  14 13.5 7.78547 0.00337911
  15 14.5 7.6314 0.00331224
  16 15.5 7.51009 0.00325959
  17 16.5 7.38925 0.00320714
  18 17.5 7.30441 0.00317032
  19 18.5 7.2338 0.00313967
  20 19.5 7.1428 0.00310018
  21 20.5 7.10191 0.00308243
  22 21.5 7.08605 0.00307554
  23 22.5 7.07127 0.00306913
  24 23.5 7.05964 0.00306408
  25 24.5 7.09708 0.00308033
  26 25.5 7.09011 0.0030773
  27 26.5 7.1159 0.0030885
  28 27.5 7.10269 0.00308277
  29 28.5 7.10779 0.00308498
  30 29.5 7.10365 0.00308318
  31 30.5 7.10679 0.00308454
  32 31.5 7.13077 0.00309495
  33 32.5 7.14869 0.00310273
  34 33.5 7.14876 0.00310276
  35 34.5 7.19322 0.00312206
  36 35.5 7.20957 0.00312916
  37 36.5 7.20007 0.00312503
  38 37.5 7.18702 0.00311937
  39 38.5 7.21192 0.00313017
  40 39.5 7.22399 0.00313541
  41 40.5 7.24402 0.00314411
  42 41.5 7.25482 0.00314879
  43 42.5 7.25777 0.00315008
  44 43.5 7.26267 0.0031522
  45 44.5 7.27587 0.00315793
  46 45.5 7.30501 0.00317058
  47 46.5 7.36303 0.00319576
  48 47.5 7.35675 0.00319304
  49 48.5 7.3555 0.00319249
  50 49.5 7.32493 0.00317922
  51 50.5 7.34381 0.00318742
  52 51.5 7.36342 0.00319593
  53 52.5 7.39952 0.0032116
  54 53.5 7.40077 0.00321214
  55 54.5 7.42947 0.0032246
  56 55.5 7.44396 0.00323088
  57 56.5 7.44983 0.00323343
  58 57.5 7.47068 0.00324248
  59 58.5 7.4378 0.00322821
  60 59.5 7.40767 0.00321514
  61 60.5 7.44529 0.00323146
  62 61.5 7.48578 0.00324904
  63 62.5 7.48515 0.00324876
  64 63.5 7.4899 0.00325083
  65 64.5 7.50315 0.00325658
  66 65.5 7.50957 0.00325936
  67 66.5 7.53532 0.00327054
  68 67.5 7.59008 0.00329431
  69 68.5 7.64373 0.00331759
  70 69.5 7.67211 0.00332991
  71 70.5 7.71256 0.00334747
  72 71.5 7.71495 0.0033485
  73 72.5 7.78431 0.00337861
  74 73.5 7.82123 0.00339463
  75 74.5 7.85218 0.00340806
  76 75.5 7.88253 0.00342124
  77 76.5 7.89613 0.00342714
  78 77.5 7.95568 0.00345298
  79 78.5 7.98859 0.00346727
  80 79.5 8.03402 0.00348699
  81 80.5 8.0917 0.00351202
  82 81.5 8.14588 0.00353554
  83 82.5 8.1609 0.00354206
  84 83.5 8.1933 0.00355612
  85 84.5 8.21424 0.00356521
  86 85.5 8.21989 0.00356766
  87 86.5 8.20974 0.00356325
  88 87.5 8.23964 0.00357623
  89 88.5 8.24188 0.00357721
  90 89.5 8.2193 0.0035674
  91 90.5 8.23003 0.00357206
  92 91.5 8.23499 0.00357421
  93 92.5 8.25265 0.00358188
  94 93.5 8.21666 0.00356626
  95 94.5 8.21498 0.00356553
  96 95.5 8.21877 0.00356717
  97 96.5 8.23677 0.00357499
  98 97.5 8.24623 0.00357909
  99 98.5 8.2671 0.00358815
  100 99.5 8.26292 0.00358634
  101 100.5 8.24011 0.00357644
  102 101.5 8.23628 0.00357478
  103 102.5 8.23223 0.00357301
  104 103.5 8.20902 0.00356294
  105 104.5 8.19482 0.00355678
  106 105.5 8.19204 0.00355557
  107 106.5 8.2311 0.00357253
  108 107.5 8.24623 0.00357909
  109 108.5 8.22361 0.00356927
  110 109.5 8.2417 0.00357713
  111 110.5 8.28433 0.00359563
  112 111.5 8.30576 0.00360493
  113 112.5 8.31991 0.00361107
  114 113.5 8.32819 0.00361467
  115 114.5 8.31955 0.00361091
  116 115.5 8.33092 0.00361585
  117 116.5 8.33783 0.00361885
  118 117.5 8.3605 0.00362869
  119 118.5 8.35828 0.00362772
  120 119.5 8.34019 0.00361987
  121 120.5 8.3189 0.00361063
  122 121.5 8.27788 0.00359283
  123 122.5 8.26254 0.00358617
  124 123.5 8.20899 0.00356293
  125 124.5 8.13418 0.00353046
  126 125.5 8.09628 0.00351401
  127 126.5 8.00596 0.00347481
  128 127.5 7.92574 0.00343999
  129 128.5 7.85994 0.00341143
  130 129.5 7.79328 0.0033825
  131 130.5 7.71688 0.00334934
  132 131.5 7.64066 0.00331626
  133 132.5 7.55762 0.00328022
  134 133.5 7.52589 0.00326645
  135 134.5 7.48295 0.00324781
  136 135.5 7.42884 0.00322432
  137 136.5 7.39919 0.00321145
  138 137.5 7.36625 0.00319716
  139 138.5 7.34994 0.00319008
  140 139.5 7.33433 0.0031833
  141 140.5 7.31594 0.00317532
  142 141.5 7.27499 0.00315755
  143 142.5 7.25085 0.00314707
  144 143.5 7.24609 0.003145
  145 144.5 7.22577 0.00313618
  146 145.5 7.22275 0.00313488
  147 146.5 7.24173 0.00314311
  148 147.5 7.23965 0.00314221
  149 148.5 7.27977 0.00315962
  150 149.5 7.35453 0.00319207
  151 150.5 7.3822 0.00320408
  152 151.5 7.4288 0.0032243
  153 152.5 7.48866 0.00325029
  154 153.5 7.50416 0.00325701
  155 154.5 7.53416 0.00327004
  156 155.5 7.5831 0.00329127
  157 156.5 7.59604 0.00329689
  158 157.5 7.59831 0.00329788
  159 158.5 7.60661 0.00330148
  160 159.5 7.64079 0.00331632
  161 160.5 7.69211 0.00333859
