# Chunk-averaged data for fix tensor1 and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number c_press[1] c_press[2] c_press[3]
40000000 624 15768
  1 0.5 0.102951 4.46836e-05 -12276.1 -12697.3 -9291.02
  2 1.5 0.1112 4.82639e-05 -11545.7 -11882.3 -6754.7
  3 2.5 0.132101 5.73355e-05 -10018.3 -10250.8 -2421.07
  4 3.5 0.181462 7.87595e-05 -7224.91 -7353.09 4315.67
  5 4.5 0.298238 0.000129444 -2832.48 -2941.11 11806.1
  6 5.5 0.575889 0.000249952 2409.95 2476.93 17237.4
  7 6.5 1.19783 0.000519891 7199.75 7188.51 19517.9
  8 7.5 2.44915 0.001063 11171.9 11110 19422.1
  9 8.5 4.71223 0.00204524 14142.9 14116.1 18131.7
  10 9.5 8.21614 0.00356603 16221.6 16154 15901
  11 10.5 12.8026 0.00555668 17368.2 17310.7 13188.8
  12 11.5 18.0744 0.00784481 17692.1 17609.3 10307.7
  13 12.5 23.2043 0.0100713 17166.3 17129 7136.64
  14 13.5 27.6544 0.0120028 15759.3 15771.7 3919.42
  15 14.5 30.951 0.0134336 13804.1 13840.6 1062.3
  16 15.5 33.2402 0.0144272 11353.6 11487.9 -1291.72
  17 16.5 34.7025 0.0150618 8896.59 8951.77 -2828.08
  18 17.5 35.6125 0.0154568 6608.18 6659.73 -3503.48
  19 18.5 36.2289 0.0157244 4806.28 4876.41 -3535.07
  20 19.5 36.6391 0.0159024 3406.13 3411.37 -3302.51
  21 20.5 36.833 0.0159866 2355.54 2308.98 -2761.35
  22 21.5 37.0681 0.0160886 1688.9 1574.67 -2225.53
  23 22.5 37.1635 0.01613 1139.7 1144.29 -1852.2
  24 23.5 37.2316 0.0161596 800.872 815.148 -1473.95
  25 24.5 37.272 0.0161771 580.209 613.948 -1110.83
  26 25.5 37.3684 0.0162189 372.315 413.666 -881.124
  27 26.5 37.3642 0.0162171 270.423 271.758 -685.827
  28 27.5 37.337 0.0162053 258.111 251.161 -521.627
  29 28.5 37.4155 0.0162394 105.057 154.515 -405.799
  30 29.5 37.4013 0.0162332 119.993 111.978 -290.93
  31 30.5 37.4145 0.0162389 -21.8965 6.05981 -249.715
  32 31.5 37.3947 0.0162304 52.073 15.8343 -147.35
  33 32.5 37.4396 0.0162498 24.5292 48.6583 -102.371
  34 33.5 37.4226 0.0162425 -18.1641 2.34314 -99.6436
  35 34.5 37.3983 0.0162319 8.22963 -20.5979 -73.7927
  36 35.5 37.4379 0.0162491 -25.0584 -65.4192 -48.9074
  37 36.5 37.4268 0.0162443 20.2725 -116.272 -31.1788
  38 37.5 37.4286 0.0162451 2.70047 -73.9434 -58.1851
  39 38.5 37.4235 0.0162429 15.0116 -35.7953 -30.7642
  40 39.5 37.4313 0.0162462 82.1379 36.6525 -52.901
  41 40.5 37.4245 0.0162433 -44.0601 36.1127 -17.1297
  42 41.5 37.4431 0.0162513 -9.34472 14.6891 11.5535
  43 42.5 37.4334 0.0162471 -80.0663 -42.8733 -53.9429
  44 43.5 37.4358 0.0162482 -119.269 -65.7532 -38.3858
